page,clicks_3m,impressions_3m,ctr_3m,position_3m,clicks_6m,impressions_6m,ctr_6m,position_6m,clicks_12m,impressions_12m,ctr_12m,position_12m,trend_pattern,max_clicks_any_period,high_click_url,min_position_any_period,position_ok,days_since_published
https://blog.groupdocs.cloud/viewer/introducing-groupdocs.viewer-cloud-18.7-with-major-enhancements-and-improvements-for-pdf-cad-ms-project-odg-svg-and-metafile-images/,0.0,1.0,0.0,18.0,0.0,5.0,0.0,8.8,0,8,0.0,8.625,continuously_bad,0.0,False,8.625,False,2923.0
https://blog.groupdocs.cloud/viewer/introduction-of-ruby-sdk-for-groupdocs.viewer-cloud/,0.0,2.0,0.0,8.0,0.0,2.0,0.0,8.0,0,2,0.0,8.0,continuously_bad,0.0,False,8.0,False,2913.0
https://blog.groupdocs.cloud/viewer/introduction-of-groupdocs.viewer-cloud-sdk-for-node.js/,,,,,0.0,1.0,0.0,8.0,0,1,0.0,8.0,continuously_bad,0.0,False,8.0,False,2889.0
https://blog.groupdocs.cloud/viewer/groupdocs.viewer-cloud-sdk-for-node.js-launched-now-groupdocs.cloud-newsletter-november-2018/,,,,,,,,,0,1,0.0,7.0,insufficient_data,0.0,False,7.0,False,2875.0
https://blog.groupdocs.cloud/annotation/groupdocs.annotation-cloud-sdks-java-ruby-now-available/,,,,,0.0,4.0,0.0,40.25,0,4,0.0,40.25,continuously_bad,0.0,False,40.25,True,2828.0
https://blog.groupdocs.cloud/viewer/support-outlook-data-files-set-list-exclude-fonts-groupdocs.viewer-cloud-18.11/,0.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,0,5,0.0,2.6,continuously_bad,0.0,False,1.0,False,2794.0
https://blog.groupdocs.cloud/classification/classify-your-text-using-groupdocs.classification-cloud-api/,,,,,0.0,4.0,0.0,44.0,0,14,0.0,24.785714285714285,continuously_bad,0.0,False,24.785714285714285,True,2729.0
https://blog.groupdocs.cloud/conversion/introducing-groupdocs.conversion-cloud-v2/,,,,,0.0,3.0,0.0,36.333333333333336,0,10,0.0,15.1,continuously_bad,0.0,False,15.1,True,2700.0
https://blog.groupdocs.cloud/signature/add-electronic-signature-to-your-documents/,,,,,,,,,0,4,0.0,15.25,insufficient_data,0.0,False,15.25,True,2557.0
https://blog.groupdocs.cloud/annotation/a-rest-api-solution-to-redact-pdf-text/,,,,,0.0,7.0,0.0,50.285714285714285,0,8,0.0,45.125,continuously_bad,0.0,False,45.125,True,2542.0
https://blog.groupdocs.cloud/conversion/a-reliable-restful-api-solution-to-optimize-pdf-document/,0.0,29.0,0.0,69.44827586206897,0.0,52.0,0.0,67.11538461538461,0,136,0.0,64.24264705882354,continuously_bad,0.0,False,64.24264705882354,True,2534.0
https://blog.groupdocs.cloud/conversion/extract-text-from-a-pdf-document-with-python-using-groupdocs-conversion-cloud/,0.0,44.0,0.0,59.59090909090909,0.0,57.0,0.0,58.3859649122807,0,123,0.0,62.3739837398374,continuously_bad,0.0,False,58.3859649122807,True,2526.0
https://blog.groupdocs.cloud/conversion/convert-pdf-to-editable-word-document-with-python-sdk/,0.0,31.0,0.0,57.0,0.0,58.0,0.0,53.293103448275865,0,136,0.0,43.85294117647059,continuously_bad,0.0,False,43.85294117647059,True,2505.0
https://blog.groupdocs.cloud/merger/a-rest-api-solution-to-merge-and-split-documents-groupdocs-merger-cloud/,0.0,5.0,0.0,56.6,0.0,9.0,0.0,46.55555555555556,0,22,0.0,27.136363636363637,continuously_bad,0.0,False,27.136363636363637,True,2497.0
https://blog.groupdocs.cloud/parser/introducing-document-parser-rest-api-solution-groupdocs.parser-cloud/,,,,,,,,,0,1,0.0,4.0,insufficient_data,0.0,False,4.0,False,2479.0
https://blog.groupdocs.cloud/parser/a-rest-api-solution-to-parse-documents-and-extract-data/,,,,,0.0,1.0,0.0,4.0,0,29,0.0,54.51724137931034,continuously_bad,0.0,False,4.0,False,2465.0
https://blog.groupdocs.cloud/editor/update-word-excel-ppt-html-with-rest-api/,0.0,20.0,0.0,17.45,0.0,112.0,0.0,21.223214285714285,0,122,0.0,20.672131147540984,continuously_bad,0.0,False,17.45,True,2408.0
https://blog.groupdocs.cloud/metadata/manipulate-metadata-in-java-and-csharp-dotnet/,,,,,0.0,1.0,0.0,10.0,0,11,0.0,12.636363636363637,continuously_bad,0.0,False,10.0,False,2332.0
https://blog.groupdocs.cloud/translation/translate-word-excel-documents-with-rest-api/,,,,,0.0,2.0,0.0,11.5,0,2,0.0,11.5,continuously_bad,0.0,False,11.5,False,2292.0
https://blog.groupdocs.cloud/conversion/convert-excel-sheets-to-pdf-in-python/,1.0,253.0,0.003952569169960474,47.6205533596838,1.0,299.0,0.0033444816053511705,45.30100334448161,4,549,0.007285974499089253,39.967213114754095,continuously_bad,4.0,False,39.967213114754095,True,2238.0
https://blog.groupdocs.cloud/parser/extract-images-from-word-excel-ppt-pdf-using-python/,0.0,212.0,0.0,38.693396226415096,0.0,503.0,0.0,25.198807157057654,4,1472,0.002717391304347826,20.008152173913043,continuously_bad,4.0,False,20.008152173913043,True,2151.0
https://blog.groupdocs.cloud/conversion/convert-msg-and-eml-files-to-pdf-in-python/,0.0,136.0,0.0,36.654411764705884,2.0,304.0,0.006578947368421052,24.88157894736842,12,1043,0.011505273250239693,16.618408437200383,declining,12.0,False,16.618408437200383,True,2071.0
https://blog.groupdocs.cloud/merger/merge-multiple-pdf-files-using-a-rest-api/,0.0,85.0,0.0,70.36470588235294,0.0,120.0,0.0,72.7,0,212,0.0,70.65566037735849,continuously_bad,0.0,False,70.36470588235294,True,2051.0
https://blog.groupdocs.cloud/editor/edit-word-or-excel-documents-using-rest-api/,0.0,34.0,0.0,63.11764705882353,0.0,45.0,0.0,63.13333333333333,0,74,0.0,48.486486486486484,continuously_bad,0.0,False,48.486486486486484,True,2041.0
https://blog.groupdocs.cloud/viewer/render-project-data-from-mpp-to-pdf-in-python/,0.0,5.0,0.0,36.6,0.0,7.0,0.0,28.142857142857142,0,53,0.0,16.037735849056602,continuously_bad,0.0,False,16.037735849056602,True,2035.0
https://blog.groupdocs.cloud/annotation/annotate-docx-files-using-python/,0.0,6.0,0.0,44.5,0.0,113.0,0.0,15.415929203539823,0,206,0.0,11.805825242718447,continuously_bad,0.0,False,11.805825242718447,False,2030.0
https://blog.groupdocs.cloud/conversion/convert-mpp-to-pdf-using-python/,0.0,14.0,0.0,29.071428571428573,0.0,203.0,0.0,41.152709359605915,1,381,0.0026246719160104987,41.75590551181102,continuously_bad,1.0,False,29.071428571428573,True,2027.0
https://blog.groupdocs.cloud/comparison/compare-word-documents-using-python/,0.0,125.0,0.0,36.616,1.0,291.0,0.003436426116838488,24.508591065292098,3,668,0.004491017964071856,20.369760479041915,continuously_bad,3.0,False,20.369760479041915,True,2022.0
https://blog.groupdocs.cloud/signature/sign-pdf-documents-with-qr-code-using-python/,0.0,3.0,0.0,24.333333333333332,0.0,19.0,0.0,37.10526315789474,0,105,0.0,34.7047619047619,continuously_bad,0.0,False,24.333333333333332,True,2019.0
https://blog.groupdocs.cloud/signature/edit-signatures-in-signed-pdf-documents-using-python/,0.0,27.0,0.0,38.03703703703704,0.0,64.0,0.0,28.21875,0,233,0.0,35.35622317596567,continuously_bad,0.0,False,28.21875,True,2015.0
https://blog.groupdocs.cloud/metadata/edit-metadata-of-pdf-files-using-rest-api-in-csharp/,0.0,111.0,0.0,38.612612612612615,0.0,283.0,0.0,27.579505300353357,1,569,0.0017574692442882249,27.181019332161686,continuously_bad,1.0,False,27.181019332161686,True,2012.0
https://blog.groupdocs.cloud/parser/extract-text-from-pdf-using-python/,0.0,286.0,0.0,54.34265734265734,0.0,377.0,0.0,53.96021220159151,0,898,0.0,57.233853006681514,continuously_bad,0.0,False,53.96021220159151,True,2008.0
https://blog.groupdocs.cloud/parser/extract-images-from-pdf-documents-using-python/,0.0,276.0,0.0,48.23913043478261,0.0,397.0,0.0,44.2191435768262,0,890,0.0,33.73258426966292,continuously_bad,0.0,False,33.73258426966292,True,2006.0
https://blog.groupdocs.cloud/viewer/render-excel-data-to-html-using-python/,1.0,55.0,0.01818181818181818,46.763636363636365,1.0,132.0,0.007575757575757576,32.78030303030303,2,496,0.004032258064516129,20.70967741935484,improving,2.0,False,20.70967741935484,True,2001.0
https://blog.groupdocs.cloud/annotation/extract-or-remove-annotations-from-word-files-using-python/,0.0,101.0,0.0,28.514851485148515,0.0,193.0,0.0,20.05699481865285,1,342,0.0029239766081871343,17.728070175438596,continuously_bad,1.0,False,17.728070175438596,True,1999.0
https://blog.groupdocs.cloud/conversion/convert-pdf-to-powerpoint-pptx-using-python/,0.0,38.0,0.0,33.578947368421055,2.0,110.0,0.01818181818181818,21.881818181818183,2,631,0.003169572107765452,15.532488114104597,volatile,2.0,False,15.532488114104597,True,1992.0
https://blog.groupdocs.cloud/comparison/accept-or-reject-tracked-changes-of-word-document-using-python/,1.0,705.0,0.0014184397163120568,11.699290780141844,2.0,4781.0,0.0004183225266680611,9.874503241999582,9,6812,0.0013211978860833823,9.971520845566648,continuously_bad,9.0,False,9.874503241999582,False,1985.0
https://blog.groupdocs.cloud/signature/remove-signatures-from-signed-pdf-document-using-python/,2.0,75.0,0.02666666666666667,25.293333333333333,4.0,232.0,0.017241379310344827,15.077586206896552,7,478,0.014644351464435146,20.09623430962343,improving,7.0,False,15.077586206896552,True,1978.0
https://blog.groupdocs.cloud/metadata/extract-and-manipulate-metadata-of-images-using-csharp/#Update-Metadata-of-Image,,,,,0.0,5.0,0.0,7.8,0,32,0.0,8.25,continuously_bad,0.0,False,7.8,False,1974.0
https://blog.groupdocs.cloud/metadata/extract-and-manipulate-metadata-of-images-using-csharp/#add-metadata-to-images-using-a-REST-API,,,,,0.0,5.0,0.0,7.8,0,35,0.0,8.342857142857142,continuously_bad,0.0,False,7.8,False,1974.0
https://blog.groupdocs.cloud/metadata/extract-and-manipulate-metadata-of-images-using-csharp/,1.0,63.0,0.015873015873015872,32.33333333333333,2.0,274.0,0.0072992700729927005,17.361313868613138,8,860,0.009302325581395349,14.45813953488372,volatile,8.0,False,14.45813953488372,False,1974.0
https://blog.groupdocs.cloud/metadata/extract-and-manipulate-metadata-of-images-using-csharp/#REST-API-and-NET-SDK,,,,,,,,,0,5,0.0,9.2,insufficient_data,0.0,False,9.2,False,1974.0
https://blog.groupdocs.cloud/parser/extract-specific-data-from-pdf-using-python/,0.0,88.0,0.0,44.14772727272727,0.0,343.0,0.0,42.04373177842566,1,964,0.001037344398340249,40.12344398340249,continuously_bad,1.0,False,40.12344398340249,True,1966.0
https://blog.groupdocs.cloud/watermark/add-watermark-to-images-using-java/,0.0,124.0,0.0,17.879032258064516,0.0,289.0,0.0,19.05190311418685,2,671,0.0029806259314456036,20.52011922503726,continuously_bad,2.0,False,17.879032258064516,True,1964.0
https://blog.groupdocs.cloud/editor/edit-powerpoint-presentations-using-python/,0.0,247.0,0.0,45.688259109311744,1.0,480.0,0.0020833333333333333,28.4875,1,913,0.001095290251916758,19.84775465498357,continuously_bad,1.0,False,19.84775465498357,True,1957.0
https://blog.groupdocs.cloud/merger/extract-specific-pages-from-pdf-using-python/,,,,,0.0,30.0,0.0,17.533333333333335,1,304,0.003289473684210526,26.18421052631579,continuously_bad,1.0,False,17.533333333333335,True,1943.0
https://blog.groupdocs.cloud/classification/classify-documents-and-raw-text-using-csharp/,3.0,21.0,0.14285714285714285,13.0,3.0,45.0,0.06666666666666667,14.511111111111111,5,80,0.0625,14.6625,continuously_good,5.0,False,13.0,False,1938.0
https://blog.groupdocs.cloud/viewer/render-outlook-data-files-to-html-using-python/,0.0,45.0,0.0,25.42222222222222,2.0,124.0,0.016129032258064516,16.42741935483871,6,285,0.021052631578947368,14.298245614035087,declining,6.0,False,14.298245614035087,False,1930.0
https://blog.groupdocs.cloud/annotation/annotate-pdf-documents-using-a-rest-api-in-python/,0.0,84.0,0.0,36.19047619047619,0.0,163.0,0.0,33.717791411042946,1,361,0.002770083102493075,26.667590027700832,continuously_bad,1.0,False,26.667590027700832,True,1916.0
https://blog.groupdocs.cloud/conversion/convert-images-to-pdf-using-a-rest-api-in-node-js/,0.0,215.0,0.0,68.87441860465117,0.0,215.0,0.0,68.87441860465117,0,293,0.0,63.334470989761094,continuously_bad,0.0,False,63.334470989761094,True,1910.0
https://blog.groupdocs.cloud/comparison/compare-pdf-files-using-rest-api-in-node-js/,0.0,17.0,0.0,54.8235294117647,0.0,68.0,0.0,42.4264705882353,0,233,0.0,30.081545064377682,continuously_bad,0.0,False,30.081545064377682,True,1904.0
https://blog.groupdocs.cloud/comparison/compare-pdf-files-using-rest-api-in-node-js/#Compare-PDF-Files,,,,,,,,,0,6,0.0,9.0,insufficient_data,0.0,False,9.0,False,1904.0
https://blog.groupdocs.cloud/comparison/compare-pdf-files-using-rest-api-in-node-js/#Compare-Multiple-PDF-Files-using-NodeJs,,,,,,,,,0,6,0.0,9.0,insufficient_data,0.0,False,9.0,False,1904.0
https://blog.groupdocs.cloud/signature/sign-documents-with-digital-signatures-using-rest-api-in-node-js/,0.0,98.0,0.0,76.03061224489795,0.0,241.0,0.0,73.27385892116183,0,317,0.0,70.05047318611987,continuously_bad,0.0,False,70.05047318611987,True,1901.0
https://blog.groupdocs.cloud/metadata/extract-metadata-of-mp3-files-using-rest-api-in-java/,0.0,72.0,0.0,25.041666666666668,1.0,284.0,0.0035211267605633804,15.982394366197184,7,786,0.008905852417302799,19.24554707379135,continuously_bad,7.0,False,15.982394366197184,True,1894.0
https://blog.groupdocs.cloud/parser/parse-word-documents-using-rest-api-in-node-js/,0.0,140.0,0.0,34.52142857142857,0.0,286.0,0.0,23.20979020979021,0,941,0.0,17.811902231668437,continuously_bad,0.0,False,17.811902231668437,True,1887.0
https://blog.groupdocs.cloud/watermark/add-watermark-to-word-documents-using-rest-api-in-csharp/,0.0,33.0,0.0,39.57575757575758,0.0,143.0,0.0,21.573426573426573,0,249,0.0,20.068273092369477,continuously_bad,0.0,False,20.068273092369477,True,1880.0
https://blog.groupdocs.cloud/editor/edit-word-documents-using-rest-api-in-node.js/,0.0,111.0,0.0,50.585585585585584,0.0,218.0,0.0,49.65596330275229,1,698,0.0014326647564469914,47.38538681948424,continuously_bad,1.0,False,47.38538681948424,True,1875.0
https://blog.groupdocs.cloud/merger/merge-multiple-excel-files-into-one-using-rest-api-in-node-js/,0.0,158.0,0.0,41.39873417721519,1.0,265.0,0.0037735849056603774,31.184905660377357,1,435,0.0022988505747126436,23.894252873563218,continuously_bad,1.0,False,23.894252873563218,True,1873.0
https://blog.groupdocs.cloud/classification/sentiment-analysis-of-text-or-documents-using-a-rest-api-in-csharp/,0.0,2.0,0.0,22.0,0.0,3.0,0.0,18.0,0,34,0.0,19.147058823529413,continuously_bad,0.0,False,18.0,True,1867.0
https://blog.groupdocs.cloud/viewer/render-excel-data-to-pdf-using-rest-api-in-node-js/,0.0,74.0,0.0,49.24324324324324,0.0,151.0,0.0,34.13245033112583,0,356,0.0,36.76966292134831,continuously_bad,0.0,False,34.13245033112583,True,1866.0
https://blog.groupdocs.cloud/annotation/extract-or-remove-annotations-from-pdf-using-rest-api-in-node-js/,0.0,28.0,0.0,41.357142857142854,0.0,55.0,0.0,34.163636363636364,0,151,0.0,31.072847682119207,continuously_bad,0.0,False,31.072847682119207,True,1858.0
https://blog.groupdocs.cloud/annotation/annotate-pdf-documents-using-a-rest-api-in-node-js/,0.0,6.0,0.0,45.0,0.0,26.0,0.0,40.07692307692308,1,53,0.018867924528301886,29.962264150943398,volatile,1.0,False,29.962264150943398,True,1851.0
https://blog.groupdocs.cloud/conversion/convert-excel-sheets-to-pdf-in-node-js/#REST-API-and-Node-js-SDK,,,,,,,,,0,1,0.0,6.0,insufficient_data,0.0,False,6.0,False,1844.0
https://blog.groupdocs.cloud/conversion/convert-excel-sheets-to-pdf-in-node-js/#Convert-Excel-to-PDF-using-a-REST-API-in-Node.js,,,,,,,,,0,4,0.0,6.5,insufficient_data,0.0,False,6.5,False,1844.0
https://blog.groupdocs.cloud/conversion/convert-excel-sheets-to-pdf-in-node-js/#Convert-Specific-Excel-Spreadsheets-to-PDF-in-Node.js,,,,,,,,,0,3,0.0,6.666666666666667,insufficient_data,0.0,False,6.666666666666667,False,1844.0
https://blog.groupdocs.cloud/conversion/convert-excel-sheets-to-pdf-in-node-js/,0.0,233.0,0.0,39.67381974248927,0.0,353.0,0.0,37.57507082152974,6,1206,0.004975124378109453,32.30099502487562,continuously_bad,6.0,False,32.30099502487562,True,1844.0
https://blog.groupdocs.cloud/conversion/convert-pdf-to-editable-word-document-using-node-js/,0.0,191.0,0.0,54.8848167539267,0.0,249.0,0.0,47.5863453815261,0,425,0.0,36.451764705882354,continuously_bad,0.0,False,36.451764705882354,True,1833.0
https://blog.groupdocs.cloud/conversion/convert-email-and-outlook-messages-to-pdf-using-node-js/,0.0,49.0,0.0,35.95918367346939,0.0,152.0,0.0,25.68421052631579,1,490,0.0020408163265306124,19.916326530612245,continuously_bad,1.0,False,19.916326530612245,True,1832.0
https://blog.groupdocs.cloud/merger/merge-pdf-files-using-rest-api-in-python/,0.0,167.0,0.0,57.48502994011976,0.0,305.0,0.0,54.10819672131147,0,566,0.0,48.302120141342755,continuously_bad,0.0,False,48.302120141342755,True,1824.0
https://blog.groupdocs.cloud/conversion/convert-html-to-pdf-using-rest-api-in-python/,0.0,23.0,0.0,45.21739130434783,0.0,53.0,0.0,36.79245283018868,0,189,0.0,20.22222222222222,continuously_bad,0.0,False,20.22222222222222,True,1817.0
https://blog.groupdocs.cloud/conversion/convert-word-documents-to-pdf-using-node-js/,0.0,304.0,0.0,52.87171052631579,0.0,455.0,0.0,47.01318681318681,2,1371,0.0014587892049598833,39.21298322392414,continuously_bad,2.0,False,39.21298322392414,True,1807.0
https://blog.groupdocs.cloud/viewer/render-word-documents-to-html-using-a-rest-api-in-csharp/,0.0,50.0,0.0,39.02,0.0,111.0,0.0,22.855855855855857,0,160,0.0,20.15,continuously_bad,0.0,False,20.15,True,1803.0
https://blog.groupdocs.cloud/merger/merge-multiple-excel-files-into-one-using-rest-api-in-python/,1.0,315.0,0.0031746031746031746,37.91746031746032,1.0,392.0,0.002551020408163265,33.46173469387755,1,631,0.001584786053882726,26.625990491283677,continuously_bad,1.0,False,26.625990491283677,True,1795.0
https://blog.groupdocs.cloud/parser/extract-text-from-pdf-using-rest-api-in-node-js/,0.0,226.0,0.0,57.81858407079646,0.0,370.0,0.0,48.351351351351354,0,855,0.0,42.65146198830409,continuously_bad,0.0,False,42.65146198830409,True,1786.0
https://blog.groupdocs.cloud/merger/split-pdf-documents-using-rest-api-in-node-js/,0.0,486.0,0.0,47.50411522633745,0.0,790.0,0.0,41.93037974683544,2,1518,0.0013175230566534915,44.409749670619235,continuously_bad,2.0,False,41.93037974683544,True,1769.0
https://blog.groupdocs.cloud/conversion/convert-word-documents-to-pdf-using-rest-api-in-python/#Convert-Specific-Pages-of-DOCX-to-PDF-in-Python,,,,,,,,,0,6,0.0,10.5,insufficient_data,0.0,False,10.5,False,1768.0
https://blog.groupdocs.cloud/conversion/convert-word-documents-to-pdf-using-rest-api-in-python/#Word-to-PDF-Conversion-REST-API-and-Python-SDK,,,,,0.0,1.0,0.0,12.0,0,3,0.0,5.333333333333333,continuously_bad,0.0,False,5.333333333333333,False,1768.0
https://blog.groupdocs.cloud/conversion/convert-word-documents-to-pdf-using-rest-api-in-python/,0.0,644.0,0.0,47.20807453416149,1.0,989.0,0.0010111223458038423,43.098078867542974,4,1872,0.002136752136752137,35.62339743589744,continuously_bad,4.0,False,35.62339743589744,True,1768.0
https://blog.groupdocs.cloud/conversion/convert-word-documents-to-pdf-using-rest-api-in-python/#Convert-Word-Documents-to-PDF-using-a-REST-API,,,,,0.0,1.0,0.0,12.0,0,4,0.0,6.5,continuously_bad,0.0,False,6.5,False,1768.0
https://blog.groupdocs.cloud/conversion/convert-word-documents-to-pdf-using-rest-api-in-python/#Convert-Range-of-Pages-from-DOCX-to-PDF-in-Python,,,,,,,,,0,7,0.0,10.428571428571429,insufficient_data,0.0,False,10.428571428571429,False,1768.0
https://blog.groupdocs.cloud/comparison/compare-word-documents-using-rest-api-in-node-js/#Compare-Two-Word-Files-using-a-REST-API-in-Node-js,,,,,,,,,0,2,0.0,9.5,insufficient_data,0.0,False,9.5,False,1765.0
https://blog.groupdocs.cloud/comparison/compare-word-documents-using-rest-api-in-node-js/,0.0,3.0,0.0,47.333333333333336,0.0,33.0,0.0,24.09090909090909,0,99,0.0,17.22222222222222,continuously_bad,0.0,False,17.22222222222222,True,1765.0
https://blog.groupdocs.cloud/comparison/compare-word-documents-using-rest-api-in-node-js/#REST-API-and-Node-js-SDK-to-Compare-Word-Documents,,,,,,,,,0,2,0.0,9.5,insufficient_data,0.0,False,9.5,False,1765.0
https://blog.groupdocs.cloud/editor/edit-word-documents-using-rest-api-in-python/,0.0,249.0,0.0,33.502008032128515,0.0,494.0,0.0,24.908906882591094,0,955,0.0,21.786387434554975,continuously_bad,0.0,False,21.786387434554975,True,1761.0
https://blog.groupdocs.cloud/annotation/add-annotations-in-word-documents-using-a-rest-api-in-node-js/,0.0,34.0,0.0,36.705882352941174,0.0,84.0,0.0,27.773809523809526,0,136,0.0,21.154411764705884,continuously_bad,0.0,False,21.154411764705884,True,1756.0
https://blog.groupdocs.cloud/conversion/convert-pdf-to-powerpoint-using-rest-api-in-node-js/,0.0,24.0,0.0,39.625,0.0,33.0,0.0,30.393939393939394,0,88,0.0,22.738636363636363,continuously_bad,0.0,False,22.738636363636363,True,1754.0
https://blog.groupdocs.cloud/parser/parse-word-documents-using-rest-api-in-python/,0.0,448.0,0.0,39.107142857142854,0.0,690.0,0.0,33.09855072463768,1,1343,0.0007446016381236039,29.647058823529413,continuously_bad,1.0,False,29.647058823529413,True,1751.0
https://blog.groupdocs.cloud/conversion/convert-images-to-pdf-using-rest-api-in-python/,0.0,12.0,0.0,34.0,0.0,50.0,0.0,30.16,0,140,0.0,36.45,continuously_bad,0.0,False,30.16,True,1747.0
